T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,target
-70,-61,-66,-53,-51,-63,-78,-57,-76,-78,-66,-66,-61,-59,-73,-75,-64,-78,B37
-65,-75,-55,-59,-55,-59,-71,-72,-70,-71,-67,-64,-58,-66,-75,-76,-75,-76,B38
-66,-69,-64,-62,-56,-73,-73,-79,-77,-80,-64,-68,-61,-62,-73,-69,-71,-79,B29
-60,-61,-53,-55,-68,-60,-77,-69,-72,-69,-66,-56,-49,-67,-63,-71,-79,-68,A30
-64,-65,-68,-80,-77,-79,-81,-87,-77,-63,-68,-60,-67,-70,-87,-76,-75,-75,A2
-76,-67,-74,-67,-67,-63,-73,-64,-49,-77,-75,-76,-65,-70,-71,-56,-65,-52,A73
-64,-69,-63,-63,-60,-53,-70,-75,-73,-59,-59,-58,-54,-78,-61,-65,-72,-78,A33
-64,-67,-59,-61,-55,-59,-77,-61,-57,-73,-64,-67,-54,-60,-57,-45,-52,-55,A76
-48,-61,-65,-70,-73,-71,-78,-81,-78,-57,-60,-61,-66,-70,-70,-70,-77,-73,A7
-72,-79,-95,-71,-82,-73,-61,-55,-61,-71,-70,-79,-67,-79,-66,-60,-56,-64,A62
-62,-68,-72,-59,-56,-53,-67,-77,-71,-58,-56,-64,-56,-75,-62,-66,-75,-75,A33
-71,-64,-60,-59,-59,-52,-66,-66,-68,-63,-66,-68,-56,-69,-54,-62,-67,-70,A42
-46,-61,-65,-70,-72,-72,-78,-83,-78,-58,-60,-60,-67,-69,-71,-70,-77,-73,A7
-49,-50,-70,-64,-64,-68,-67,-74,-79,-58,-61,-72,-67,-77,-73,-74,-72,-82,B2
-72,-79,-95,-72,-81,-73,-61,-55,-61,-71,-70,-81,-67,-76,-66,-60,-56,-64,A62
-66,-61,-54,-64,-50,-70,-63,-59,-60,-62,-62,-70,-54,-58,-49,-52,-59,-63,A44
-74,-74,-74,-77,-63,-58,-62,-58,-61,-74,-79,-74,-67,-71,-67,-65,-55,-64,B13
-81,-71,-75,-76,-74,-71,-66,-60,-45,-81,-83,-82,-71,-71,-63,-65,-55,-48,A74
-71,-74,-74,-73,-62,-79,-59,-58,-61,-76,-78,-69,-72,-66,-75,-56,-65,-66,B58
-66,-75,-60,-63,-51,-49,-67,-66,-66,-61,-76,-63,-54,-55,-58,-57,-62,-64,A39
-58,-68,-68,-67,-57,-59,-55,-54,-60,-57,-63,-66,-57,-60,-49,-47,-57,-53,A63
-56,-44,-63,-55,-56,-54,-69,-64,-63,-50,-56,-59,-62,-60,-61,-62,-61,-64,B11
-71,-59,-60,-62,-69,-62,-69,-77,-82,-53,-53,-59,-61,-76,-67,-66,-75,-73,A25
-72,-80,-68,-68,-71,-77,-66,-62,-63,-83,-76,-81,-69,-64,-70,-64,-64,-45,A79
-42,-58,-73,-71,-79,-72,-76,-83,-83,-59,-68,-68,-66,-83,-81,-70,-85,-75,A6
-64,-58,-51,-46,-71,-73,-73,-73,-70,-58,-50,-53,-53,-58,-57,-70,-65,-69,A31
-55,-59,-59,-73,-68,-64,-66,-68,-72,-51,-52,-64,-65,-64,-69,-70,-73,-66,A12
-72,-64,-53,-57,-61,-64,-60,-58,-63,-59,-64,-69,-53,-48,-58,-59,-64,-54,B36
-67,-66,-66,-63,-65,-62,-49,-53,-48,-72,-81,-72,-72,-53,-64,-47,-51,-60,B59
-61,-57,-61,-50,-69,-54,-65,-82,-64,-50,-61,-50,-57,-63,-70,-65,-63,-75,A32
-66,-69,-78,-63,-59,-64,-57,-63,-65,-62,-66,-69,-57,-56,-69,-53,-62,-54,A54
-61,-67,-53,-59,-66,-68,-77,-69,-66,-53,-63,-64,-70,-70,-76,-78,-79,-75,B14
-69,-71,-72,-66,-66,-73,-73,-68,-52,-78,-71,-74,-72,-62,-66,-59,-71,-62,B73
-53,-37,-55,-65,-62,-62,-66,-71,-62,-53,-56,-53,-66,-68,-72,-59,-66,-78,A19
-76,-72,-62,-67,-71,-58,-67,-71,-82,-64,-68,-72,-68,-73,-67,-62,-64,-68,A34
-59,-65,-64,-66,-65,-64,-79,-80,-67,-55,-57,-57,-67,-71,-70,-77,-71,-76,A4
-56,-45,-58,-68,-68,-58,-72,-66,-66,-49,-62,-50,-60,-65,-66,-70,-64,-66,A16
-70,-70,-62,-64,-67,-54,-50,-61,-63,-65,-61,-67,-61,-57,-56,-51,-55,-63,A60
-64,-65,-57,-60,-54,-66,-67,-74,-73,-54,-65,-59,-55,-61,-67,-63,-66,-71,A39
-50,-59,-66,-65,-73,-66,-70,-95,-80,-59,-59,-61,-78,-72,-75,-95,-72,-95,A9
-63,-65,-62,-57,-56,-52,-67,-75,-85,-68,-59,-55,-49,-71,-56,-68,-80,-63,A37
-56,-56,-57,-62,-68,-77,-70,-72,-69,-53,-60,-59,-74,-73,-72,-75,-76,-78,B14
-72,-74,-64,-68,-63,-66,-55,-62,-74,-71,-70,-78,-69,-53,-64,-62,-65,-64,B53
-62,-69,-61,-55,-64,-53,-76,-65,-63,-58,-71,-56,-58,-75,-61,-63,-67,-62,A36
-73,-70,-68,-70,-70,-66,-62,-56,-47,-79,-64,-75,-79,-62,-71,-59,-52,-44,B75
-69,-61,-65,-53,-51,-95,-80,-59,-66,-95,-67,-66,-61,-59,-72,-75,-66,-81,B37
-54,-59,-73,-75,-72,-72,-79,-78,-83,-50,-55,-58,-66,-79,-77,-79,-72,-81,A3
-63,-57,-52,-47,-69,-71,-80,-71,-70,-60,-51,-52,-54,-58,-56,-72,-64,-69,A39
-52,-63,-50,-61,-61,-70,-59,-65,-60,-63,-52,-64,-54,-65,-66,-59,-62,-61,B16
-68,-67,-57,-60,-51,-55,-75,-67,-68,-75,-73,-69,-61,-64,-61,-74,-81,-72,B42
-61,-68,-75,-72,-78,-70,-95,-76,-82,-64,-64,-62,-73,-83,-79,-77,-70,-81,A13
-67,-63,-65,-67,-80,-77,-85,-80,-84,-78,-77,-66,-69,-70,-75,-83,-82,-83,B21
-48,-62,-65,-69,-71,-72,-77,-84,-79,-58,-60,-62,-68,-70,-72,-70,-77,-74,A7
-76,-61,-64,-66,-77,-58,-74,-82,-84,-54,-56,-57,-56,-72,-70,-66,-74,-81,A25
-62,-70,-63,-59,-55,-69,-51,-51,-52,-73,-68,-64,-62,-63,-52,-61,-69,-61,B51
-59,-78,-61,-68,-49,-62,-56,-63,-60,-67,-69,-65,-64,-45,-48,-73,-64,-62,B43
-72,-74,-73,-68,-75,-69,-72,-55,-61,-78,-77,-77,-70,-62,-80,-74,-70,-62,B77
-65,-61,-53,-66,-62,-77,-84,-76,-69,-68,-56,-64,-59,-70,-62,-63,-69,-79,A26
-65,-70,-73,-68,-51,-57,-53,-51,-56,-67,-68,-70,-64,-50,-66,-44,-58,-62,B56
-78,-81,-71,-67,-64,-71,-65,-70,-60,-77,-77,-81,-77,-73,-80,-70,-61,-60,B74
-65,-61,-52,-66,-62,-79,-83,-76,-69,-67,-56,-63,-59,-71,-62,-63,-70,-78,A26
-71,-75,-60,-82,-78,-80,-76,-78,-67,-56,-51,-62,-62,-69,-58,-68,-73,-76,A25
-72,-75,-81,-80,-68,-69,-74,-61,-73,-82,-82,-77,-77,-82,-78,-62,-55,-47,A78
-67,-57,-67,-69,-57,-53,-56,-72,-74,-64,-61,-63,-62,-57,-55,-57,-59,-69,A52
-58,-57,-76,-77,-73,-76,-76,-77,-81,-49,-55,-58,-66,-81,-75,-95,-72,-77,A3
-80,-70,-76,-68,-70,-56,-63,-63,-63,-77,-67,-67,-65,-58,-50,-55,-58,-60,A57
-61,-58,-50,-45,-60,-55,-73,-58,-62,-66,-67,-44,-59,-66,-59,-58,-62,-62,B28
-69,-61,-66,-53,-51,-63,-78,-57,-78,-80,-66,-67,-61,-59,-72,-75,-64,-78,B37
-68,-66,-75,-68,-52,-59,-52,-48,-56,-67,-68,-70,-63,-51,-72,-43,-63,-58,B56
-63,-70,-66,-64,-67,-61,-50,-54,-49,-69,-75,-71,-68,-51,-61,-47,-51,-59,B59
-54,-47,-54,-65,-66,-65,-63,-73,-65,-44,-53,-61,-58,-65,-60,-73,-66,-66,A20
-64,-64,-69,-81,-76,-79,-81,-87,-77,-60,-68,-61,-66,-69,-95,-76,-75,-77,A2
-56,-50,-57,-50,-60,-61,-62,-68,-58,-61,-51,-57,-58,-56,-58,-58,-59,-64,B15
-61,-56,-45,-66,-72,-58,-74,-67,-73,-55,-54,-45,-57,-76,-68,-77,-76,-68,A27
-80,-69,-66,-64,-63,-78,-86,-67,-61,-84,-78,-78,-84,-60,-71,-63,-68,-67,B54
-65,-62,-55,-45,-54,-61,-70,-55,-66,-61,-72,-62,-59,-72,-56,-55,-67,-58,B32
-79,-68,-73,-75,-66,-59,-68,-64,-49,-75,-79,-74,-69,-69,-61,-58,-52,-56,A80
-59,-53,-61,-67,-77,-73,-74,-76,-83,-62,-56,-64,-70,-77,-75,-79,-95,-80,B18
-47,-62,-65,-69,-70,-72,-77,-82,-78,-58,-59,-62,-69,-69,-72,-70,-77,-73,A7
-65,-70,-63,-67,-67,-68,-60,-82,-67,-76,-72,-66,-58,-51,-50,-56,-61,-57,A49
-54,-57,-63,-63,-65,-75,-66,-68,-72,-62,-54,-71,-57,-68,-65,-95,-66,-67,A8
-71,-75,-59,-61,-53,-46,-65,-65,-64,-63,-72,-62,-65,-56,-52,-57,-66,-64,A39
-56,-46,-57,-69,-68,-58,-74,-66,-65,-49,-62,-51,-59,-65,-65,-70,-64,-66,A16
-74,-83,-61,-69,-64,-56,-66,-65,-78,-79,-65,-63,-61,-61,-58,-55,-68,-74,A45
-55,-56,-63,-63,-64,-71,-67,-70,-70,-62,-54,-73,-58,-67,-65,-95,-67,-68,A8
-72,-74,-82,-79,-66,-71,-75,-61,-68,-80,-84,-76,-78,-74,-85,-61,-55,-48,A78
-56,-61,-64,-72,-68,-67,-76,-81,-72,-55,-56,-56,-61,-73,-67,-72,-83,-76,A14
-57,-68,-68,-78,-70,-78,-82,-82,-82,-61,-68,-75,-84,-72,-79,-85,-85,-82,B1
-59,-65,-64,-65,-65,-64,-79,-80,-67,-55,-56,-57,-67,-71,-70,-76,-71,-74,A4
-64,-69,-64,-67,-65,-53,-61,-52,-45,-77,-64,-62,-68,-60,-58,-53,-49,-51,A71
-65,-56,-76,-72,-84,-71,-81,-78,-81,-68,-64,-83,-73,-83,-76,-75,-71,-76,B9
-75,-69,-70,-69,-71,-63,-82,-61,-57,-64,-76,-72,-67,-75,-66,-61,-64,-51,A77
-54,-64,-65,-75,-77,-72,-74,-79,-80,-52,-60,-69,-76,-69,-68,-76,-73,-81,A5
-79,-74,-79,-69,-66,-58,-72,-61,-54,-70,-69,-95,-63,-68,-60,-55,-52,-55,B13
-64,-68,-63,-62,-60,-64,-74,-74,-83,-68,-64,-78,-59,-73,-61,-65,-72,-81,A34
-83,-72,-76,-77,-72,-70,-66,-59,-46,-75,-95,-78,-72,-69,-64,-65,-55,-48,A74
-68,-66,-70,-67,-67,-57,-62,-73,-59,-67,-75,-82,-66,-63,-66,-52,-54,-60,A69
-80,-72,-68,-78,-69,-68,-62,-50,-56,-81,-72,-81,-68,-64,-67,-57,-57,-55,B80
-56,-61,-64,-70,-66,-67,-75,-82,-72,-55,-56,-57,-61,-71,-67,-73,-82,-77,A14
-61,-47,-64,-63,-68,-72,-81,-80,-76,-58,-58,-74,-66,-68,-71,-95,-74,-74,B10
-65,-58,-56,-64,-68,-61,-74,-78,-71,-53,-61,-57,-59,-66,-64,-66,-70,-81,A21
-50,-64,-67,-64,-76,-66,-72,-82,-75,-56,-59,-59,-85,-72,-73,-83,-73,-77,A9
-67,-59,-59,-61,-51,-39,-59,-73,-50,-68,-71,-68,-61,-47,-57,-53,-67,-59,B39
-56,-60,-73,-45,-56,-57,-56,-67,-61,-61,-61,-48,-58,-60,-69,-67,-69,-79,B27
-74,-74,-71,-68,-64,-57,-66,-64,-58,-70,-63,-69,-61,-72,-58,-59,-50,-59,A61
-74,-69,-69,-68,-55,-53,-69,-63,-69,-73,-69,-65,-53,-63,-47,-54,-69,-69,A43
-59,-65,-64,-66,-65,-64,-80,-79,-67,-55,-56,-57,-67,-71,-70,-77,-70,-74,A4
-74,-73,-63,-72,-58,-55,-62,-63,-73,-79,-65,-61,-62,-59,-50,-55,-73,-73,A45
-74,-73,-64,-73,-58,-55,-62,-63,-73,-78,-65,-61,-62,-59,-50,-55,-72,-74,A45
-62,-71,-78,-73,-74,-69,-83,-76,-79,-64,-64,-62,-73,-82,-80,-80,-70,-80,A13
-57,-61,-62,-75,-72,-72,-76,-78,-78,-51,-62,-67,-77,-71,-68,-72,-74,-79,A5
-66,-58,-56,-69,-62,-54,-50,-56,-54,-66,-63,-66,-60,-45,-47,-50,-51,-57,B47
-86,-85,-72,-69,-67,-84,-70,-66,-39,-81,-80,-78,-71,-79,-66,-58,-54,-58,A70
-72,-74,-64,-68,-63,-68,-55,-58,-58,-72,-71,-77,-69,-55,-66,-73,-61,-65,B53
-68,-61,-49,-68,-68,-60,-71,-80,-73,-53,-50,-57,-70,-77,-64,-70,-74,-74,A21
-64,-57,-70,-65,-76,-69,-79,-80,-78,-55,-47,-62,-62,-81,-68,-66,-80,-80,A18
-61,-55,-61,-48,-73,-64,-77,-62,-59,-59,-53,-48,-61,-59,-63,-63,-67,-73,B24
-63,-64,-72,-69,-57,-57,-53,-55,-65,-68,-68,-68,-63,-58,-50,-58,-64,-72,B45
-59,-57,-63,-50,-68,-62,-72,-63,-61,-58,-55,-49,-59,-60,-63,-59,-66,-73,B24
-73,-65,-72,-70,-54,-61,-53,-46,-57,-65,-67,-70,-63,-52,-69,-43,-70,-57,B56
-72,-61,-58,-64,-65,-65,-78,-82,-82,-59,-79,-61,-64,-82,-69,-72,-95,-73,A22
-56,-59,-64,-72,-66,-67,-76,-83,-73,-56,-56,-57,-61,-71,-66,-72,-79,-77,A14
-64,-67,-68,-63,-69,-62,-50,-54,-49,-71,-81,-71,-70,-51,-64,-47,-53,-58,B59
-76,-82,-68,-68,-73,-75,-66,-60,-62,-76,-74,-78,-68,-64,-68,-63,-65,-45,A79
-71,-75,-74,-72,-62,-78,-58,-58,-61,-77,-78,-68,-72,-68,-78,-56,-65,-65,B58
-66,-69,-78,-63,-59,-65,-56,-64,-65,-62,-66,-69,-57,-56,-69,-53,-63,-54,A54
-79,-66,-71,-76,-66,-61,-70,-63,-50,-75,-79,-72,-68,-70,-61,-57,-52,-55,A80
-68,-61,-50,-67,-69,-60,-71,-81,-76,-53,-50,-57,-70,-78,-66,-68,-75,-73,A21
-67,-67,-74,-69,-52,-59,-52,-48,-56,-67,-68,-69,-64,-51,-72,-43,-63,-58,B56
-71,-67,-62,-57,-58,-56,-70,-65,-72,-65,-63,-68,-49,-77,-69,-64,-71,-84,A37
-60,-64,-57,-60,-75,-75,-78,-77,-74,-67,-68,-68,-70,-77,-72,-83,-75,-74,B22
-71,-62,-68,-84,-71,-79,-82,-82,-82,-60,-68,-69,-85,-70,-76,-82,-86,-82,B1
-65,-63,-74,-69,-57,-57,-53,-56,-66,-68,-70,-70,-62,-57,-51,-59,-64,-71,B45
-61,-58,-60,-49,-69,-54,-62,-86,-64,-50,-61,-50,-57,-63,-70,-67,-64,-76,A32
-75,-76,-72,-69,-77,-72,-68,-54,-61,-78,-76,-75,-71,-61,-75,-75,-69,-61,B77
-56,-61,-65,-73,-68,-68,-76,-80,-72,-56,-56,-57,-61,-73,-67,-72,-84,-75,A14
-65,-71,-72,-68,-52,-56,-56,-53,-56,-66,-68,-69,-65,-51,-65,-44,-57,-61,B56
-71,-61,-66,-61,-64,-79,-71,-83,-85,-70,-81,-68,-63,-70,-87,-85,-80,-78,B33
-70,-59,-69,-66,-77,-56,-68,-74,-76,-53,-55,-60,-56,-75,-67,-65,-76,-79,A25
-59,-53,-62,-66,-76,-73,-75,-77,-83,-62,-56,-64,-70,-76,-75,-79,-95,-79,B18
-64,-57,-64,-56,-50,-62,-71,-70,-71,-57,-50,-55,-50,-57,-60,-55,-66,-78,A39
-59,-66,-64,-66,-65,-64,-78,-80,-67,-55,-56,-58,-67,-72,-71,-75,-71,-74,A4
-57,-71,-53,-63,-64,-62,-68,-67,-66,-58,-57,-54,-63,-65,-74,-66,-60,-67,A28
-55,-55,-75,-76,-72,-76,-77,-81,-86,-51,-55,-58,-66,-81,-79,-83,-71,-95,A10
-59,-58,-63,-48,-67,-62,-71,-63,-61,-58,-56,-49,-59,-60,-63,-61,-66,-75,B24
-73,-76,-74,-69,-77,-71,-72,-55,-61,-79,-77,-75,-70,-62,-77,-76,-70,-62,B77
-63,-70,-64,-70,-78,-68,-95,-81,-75,-63,-68,-70,-81,-95,-74,-86,-84,-95,B5
-61,-60,-52,-52,-50,-65,-57,-80,-64,-75,-68,-76,-48,-58,-67,-95,-63,-64,B35
-67,-69,-65,-71,-62,-52,-60,-74,-77,-70,-64,-69,-61,-53,-54,-71,-62,-59,A49
-76,-67,-75,-67,-68,-63,-75,-64,-49,-78,-72,-76,-65,-68,-69,-56,-65,-52,A73
-74,-69,-69,-67,-54,-53,-71,-63,-69,-74,-68,-65,-54,-62,-47,-54,-69,-68,A43
-74,-63,-69,-63,-64,-56,-56,-46,-53,-64,-66,-65,-59,-57,-58,-74,-56,-50,B64
-71,-68,-60,-57,-58,-56,-71,-64,-72,-65,-63,-68,-49,-79,-69,-65,-71,-82,A37
-73,-86,-73,-67,-75,-64,-63,-73,-76,-75,-77,-70,-78,-61,-55,-60,-59,-68,A50
-72,-75,-64,-72,-59,-55,-62,-63,-72,-74,-64,-61,-63,-59,-50,-55,-73,-74,A45
-62,-70,-59,-66,-57,-57,-58,-62,-50,-81,-64,-72,-59,-58,-72,-70,-61,-44,B76
-54,-57,-74,-76,-73,-71,-81,-79,-82,-49,-56,-58,-65,-80,-82,-81,-72,-82,A10
-63,-74,-64,-61,-62,-61,-66,-66,-79,-68,-74,-62,-62,-60,-50,-57,-56,-80,A46
-68,-66,-64,-68,-79,-76,-87,-81,-84,-80,-71,-64,-69,-69,-76,-83,-84,-83,B21
-61,-56,-45,-66,-72,-58,-79,-69,-69,-56,-52,-45,-57,-76,-64,-71,-73,-71,A27
-67,-58,-56,-69,-62,-54,-52,-56,-53,-66,-63,-66,-59,-45,-46,-50,-51,-56,B47
-46,-62,-65,-70,-71,-71,-78,-81,-78,-58,-59,-60,-67,-70,-71,-71,-76,-73,A7
-62,-71,-63,-60,-63,-62,-66,-67,-81,-72,-73,-63,-65,-61,-51,-57,-56,-80,A46
-95,-52,-67,-95,-95,-68,-64,-95,-95,-95,-95,-95,-57,-95,-95,-65,-95,-95,B23
-68,-78,-70,-63,-62,-64,-62,-72,-59,-95,-87,-73,-70,-62,-43,-57,-73,-67,B50
-61,-64,-66,-73,-74,-63,-76,-95,-83,-50,-56,-61,-60,-69,-65,-78,-73,-74,A4
-55,-63,-53,-57,-62,-69,-69,-66,-67,-61,-57,-58,-59,-62,-68,-65,-60,-68,A28
-65,-56,-56,-63,-56,-60,-80,-80,-66,-72,-54,-54,-53,-69,-75,-70,-74,-67,A39
-59,-65,-62,-66,-66,-64,-79,-79,-67,-55,-57,-57,-66,-71,-70,-77,-70,-74,A4
-51,-66,-74,-74,-95,-62,-80,-75,-70,-50,-54,-59,-66,-75,-79,-67,-83,-75,A3
-64,-71,-72,-68,-52,-56,-56,-54,-56,-68,-68,-71,-65,-50,-68,-45,-58,-62,B56
-72,-70,-70,-67,-54,-53,-73,-63,-68,-74,-68,-64,-54,-62,-47,-54,-69,-68,A43
-55,-47,-55,-65,-66,-65,-64,-73,-65,-45,-54,-62,-58,-64,-61,-73,-66,-66,A20
-62,-79,-74,-72,-78,-72,-84,-77,-78,-64,-67,-64,-70,-82,-79,-83,-70,-79,A13
-51,-58,-49,-53,-70,-57,-66,-71,-66,-57,-53,-53,-62,-65,-65,-60,-83,-70,B12
-63,-60,-65,-56,-47,-61,-75,-71,-71,-57,-52,-56,-49,-60,-64,-55,-65,-79,A39
-68,-69,-64,-65,-74,-86,-82,-83,-86,-72,-64,-70,-70,-81,-89,-77,-88,-95,B21
-62,-62,-55,-46,-55,-60,-71,-55,-65,-61,-73,-61,-61,-71,-56,-55,-64,-58,B32
-50,-57,-61,-71,-70,-63,-79,-85,-77,-43,-65,-63,-55,-76,-64,-74,-65,-71,A11
-74,-66,-63,-68,-68,-59,-84,-73,-73,-76,-76,-80,-86,-60,-54,-73,-76,-71,B46
-73,-65,-68,-70,-54,-68,-64,-70,-69,-64,-70,-78,-63,-57,-67,-80,-64,-77,A41
-75,-72,-69,-58,-69,-53,-72,-68,-68,-60,-64,-58,-64,-71,-61,-64,-69,-84,A33
-82,-86,-66,-77,-69,-72,-56,-57,-54,-82,-79,-86,-67,-65,-64,-71,-59,-53,B66
-70,-62,-59,-65,-75,-72,-64,-50,-53,-64,-65,-66,-65,-52,-62,-64,-62,-49,B68
-73,-68,-78,-71,-67,-76,-59,-65,-63,-86,-82,-79,-71,-61,-67,-61,-66,-63,B58
-64,-67,-63,-68,-69,-64,-60,-79,-67,-76,-71,-63,-58,-51,-50,-55,-61,-57,A49
-67,-66,-63,-60,-62,-48,-64,-65,-82,-61,-58,-76,-57,-52,-53,-55,-61,-64,A48
-65,-76,-55,-58,-54,-61,-71,-72,-71,-69,-66,-64,-58,-65,-74,-72,-75,-75,B38
-71,-65,-54,-58,-61,-65,-60,-58,-63,-59,-64,-69,-54,-49,-58,-60,-62,-54,B36
-74,-73,-82,-73,-69,-71,-69,-61,-56,-80,-86,-76,-79,-69,-71,-62,-54,-48,A78
-52,-42,-61,-68,-72,-74,-82,-71,-64,-51,-46,-60,-61,-61,-82,-61,-75,-72,A15
-69,-79,-64,-70,-67,-67,-63,-59,-47,-77,-65,-74,-84,-61,-70,-59,-52,-44,B75
-48,-53,-67,-56,-60,-56,-63,-67,-56,-43,-56,-62,-72,-58,-64,-65,-80,-65,B7
-65,-76,-63,-67,-67,-56,-66,-69,-73,-83,-66,-62,-55,-58,-50,-52,-62,-61,A53
-56,-68,-54,-58,-62,-63,-69,-67,-67,-59,-57,-57,-61,-63,-73,-65,-60,-66,A28
-73,-70,-76,-68,-70,-56,-63,-64,-63,-78,-68,-67,-65,-58,-50,-55,-58,-60,A57
-65,-62,-84,-58,-69,-50,-59,-52,-57,-68,-64,-61,-61,-57,-67,-49,-48,-64,A68
-77,-75,-71,-76,-66,-63,-66,-52,-55,-73,-73,-76,-73,-61,-64,-63,-54,-63,B61
-77,-81,-68,-66,-65,-73,-64,-67,-61,-76,-80,-79,-86,-81,-82,-70,-60,-62,B74
-64,-67,-77,-62,-65,-61,-48,-52,-47,-72,-79,-72,-69,-51,-63,-47,-53,-59,B59
-58,-57,-77,-77,-73,-76,-76,-77,-80,-49,-56,-58,-66,-81,-75,-95,-73,-78,A3
-67,-58,-56,-69,-62,-54,-52,-56,-54,-67,-63,-66,-61,-46,-46,-50,-51,-56,B47
-66,-67,-61,-64,-64,-63,-53,-62,-57,-66,-69,-65,-67,-56,-55,-48,-63,-60,B52
-71,-68,-60,-57,-58,-56,-71,-65,-72,-65,-63,-69,-48,-79,-69,-64,-72,-81,A37
-69,-61,-76,-79,-72,-76,-72,-80,-95,-75,-76,-76,-62,-69,-83,-95,-78,-78,B33
-84,-75,-59,-61,-53,-47,-65,-65,-64,-63,-74,-62,-62,-56,-53,-57,-65,-64,A39
-63,-70,-64,-70,-77,-68,-95,-81,-75,-64,-68,-70,-81,-95,-74,-86,-83,-95,B5
-65,-77,-56,-58,-54,-61,-70,-72,-71,-69,-66,-64,-58,-65,-75,-73,-74,-74,B38
-56,-56,-57,-62,-68,-77,-69,-71,-68,-52,-60,-59,-74,-73,-72,-75,-76,-78,B14
-68,-66,-71,-68,-67,-57,-62,-72,-60,-67,-74,-80,-66,-63,-67,-52,-54,-60,A69
-68,-52,-56,-52,-57,-68,-63,-61,-67,-65,-62,-62,-54,-63,-60,-68,-66,-76,B25
-56,-50,-57,-50,-60,-60,-62,-69,-58,-62,-49,-57,-59,-56,-59,-58,-59,-64,B15
-73,-68,-71,-74,-66,-60,-69,-63,-50,-75,-77,-70,-68,-71,-61,-58,-52,-55,A80
-63,-72,-58,-55,-63,-54,-67,-68,-63,-57,-71,-56,-58,-74,-60,-68,-69,-62,A36
-62,-70,-80,-72,-74,-69,-83,-75,-79,-63,-63,-62,-72,-82,-81,-79,-70,-82,A13
-56,-65,-66,-76,-68,-64,-74,-77,-75,-56,-54,-56,-67,-72,-65,-66,-74,-72,A1
-61,-62,-57,-56,-49,-65,-54,-58,-65,-71,-62,-63,-55,-47,-62,-62,-59,-64,B40
-56,-61,-78,-44,-57,-57,-56,-67,-58,-63,-62,-48,-57,-60,-68,-65,-68,-81,B27
-65,-55,-58,-48,-56,-55,-58,-59,-56,-65,-66,-59,-47,-57,-72,-60,-74,-70,B31
-68,-76,-76,-71,-65,-61,-67,-63,-61,-69,-65,-71,-61,-72,-60,-60,-52,-59,B17
-71,-74,-72,-81,-67,-66,-57,-53,-60,-72,-85,-81,-75,-64,-72,-62,-71,-48,B70
-71,-65,-72,-64,-67,-45,-56,-65,-69,-63,-81,-66,-52,-39,-45,-58,-58,-63,A51
-73,-79,-61,-75,-63,-67,-65,-48,-49,-78,-76,-66,-69,-57,-66,-54,-49,-55,B63
-63,-59,-61,-58,-61,-69,-51,-55,-62,-62,-64,-68,-73,-48,-57,-53,-61,-65,B48
-73,-68,-64,-79,-63,-72,-55,-60,-61,-78,-81,-73,-82,-61,-54,-61,-58,-72,B53
-69,-67,-53,-56,-70,-57,-75,-69,-75,-74,-61,-73,-64,-75,-69,-77,-62,-73,A29
-64,-69,-63,-65,-69,-55,-60,-52,-50,-56,-68,-70,-58,-55,-58,-54,-50,-51,A75
-95,-52,-65,-95,-95,-68,-63,-95,-95,-95,-95,-95,-57,-95,-95,-65,-95,-95,B23
-64,-71,-63,-65,-69,-55,-61,-52,-51,-56,-68,-69,-57,-55,-58,-52,-44,-51,A75
-56,-47,-54,-65,-66,-65,-63,-72,-65,-43,-53,-58,-57,-65,-61,-71,-65,-65,A20
-72,-70,-68,-74,-61,-72,-58,-56,-54,-95,-75,-79,-74,-54,-62,-61,-77,-58,B73
-59,-79,-61,-67,-49,-62,-56,-62,-59,-67,-69,-65,-64,-44,-48,-77,-64,-62,B43
-63,-70,-63,-66,-73,-56,-61,-52,-51,-56,-69,-68,-58,-54,-58,-52,-49,-50,A75
-68,-68,-64,-67,-66,-53,-67,-71,-69,-63,-59,-57,-59,-82,-60,-65,-71,-80,A33
-63,-75,-63,-59,-70,-56,-66,-71,-75,-63,-56,-57,-57,-75,-64,-62,-70,-75,A29
-75,-66,-63,-68,-69,-58,-80,-71,-75,-75,-84,-79,-75,-59,-55,-76,-75,-71,B46
-56,-58,-67,-45,-55,-56,-56,-66,-59,-61,-61,-48,-59,-60,-69,-66,-70,-81,B27
-67,-65,-63,-59,-62,-48,-66,-65,-81,-61,-60,-74,-57,-52,-53,-55,-60,-63,A48
-72,-79,-95,-71,-81,-72,-61,-55,-61,-71,-70,-81,-66,-76,-66,-60,-56,-64,A62
-75,-74,-70,-70,-59,-60,-60,-46,-54,-72,-65,-74,-72,-55,-62,-55,-45,-53,B67
-79,-71,-61,-67,-70,-58,-67,-71,-81,-62,-67,-72,-69,-71,-69,-61,-64,-67,A34
-79,-72,-61,-67,-70,-58,-67,-71,-81,-63,-67,-72,-70,-71,-69,-61,-64,-67,A34
-71,-56,-49,-56,-56,-72,-60,-71,-76,-64,-70,-69,-60,-59,-64,-68,-65,-67,B30
-72,-62,-59,-64,-65,-65,-78,-81,-82,-60,-79,-60,-64,-83,-69,-72,-95,-73,A22
